"artist","album","release_date","tracks","album_type","markets"
"Smidley","Smidley","2017-05-26",10,"album",65
"Soul Enema","Of Clans and Clones and Clowns","2017-06-23",14,"album",65
"Stevie Stone","Level Up","2018-07-18",1,"single",65
"Suran","Walkin'","2017-06-02",5,"single",65
"The Band CAMINO","Heaven","2016-02-05",13,"album",65
"Tizzy Gang","Opps Next Door Vol. 1","2017-06-16",20,"album",65
"Tommy Lee Sparta","Diamond Blessings","2013-06-01",9,"album",65
"TOPS","Sugar at the Gate","2017-06-02",10,"album",65
"Unleash the Archers","Apex","2018-08-14",14,"album",65
"Vallenfyre","Fear Those Who Fear Him","2017-06-02",12,"album",65
"Various Artists","Steven Universe, Vol. 1 (Original Soundtrack)","2017-06-02",37,"album",65
"Various Artists","Wonder Woman: Original Motion Picture Soundtrack","2017-06-02",15,"album",65
"Wednesday 13","Condolences","2004-01-27",11,"album",65
"Wheeler Walker Jr.","Ol' Wheeler","2017-06-02",11,"album",65
"XO","Those Who Wander","2018-10-19",1,"single",65
"Yo Gotti & Mike WiLL Made-It","Gotti Made-It","2017-06-02",8,"album",65
"Life Awaits","Waves","2017-10-27",13,"album",65
"TopSecret","Wake Up","2018-09-14",1,"single",65
"GUMMY","Stroke","2009-01-01",1,"single",65
"Sik-K","H.A.L.F (Have.A.Little.Fun)","2017-06-05",11,"album",65
"Wi$e","Good Things Await You","2017-12-06",4,"single",65
"Go Yayo","Rich Before 21","2017-06-06",21,"album",65
"DAY6","Sunrise","2016-05-13",12,"album",65
"Fetty Wap","Lucky No. 7","2013-01-08",15,"album",65
"Eli Young Band","Fingerprints","2017-06-16",11,"album",65
"Esther Rose","This Time Last Night","2017-06-16",11,"album",65
"Fleet Foxes","Crack-Up","2017-06-16",11,"album",65
"Gretchen Wilson","Ready to Get Rowdy","2017-06-16",12,"album",65
"H.E.R.","H.E.R., Vol. 2","2017-07-21",8,"album",65
"Hey Violet","From The Outside","2017-06-16",12,"album",65
"Hundredth","Rare","2013-10-04",10,"album",65
"Iced Earth","Incorruptible","2017-06-16",10,"album",65
"Intergalactix","3:33","2018-10-19",45,"album",65
"J. Dilla","J. Dilla's Delights, Vol. 1","2017-06-16",24,"album",65
"Jason Isbell and The 400 Unit","The Nashville Sound","2017-06-16",10,"album",65
"Jon Wolfe","Any Night in Texas","2017-06-16",14,"album",65
"Jovanny Cadena Y Su Estilo Privado","Hombre Talentoso","2017-06-16",14,"album",65
"Joyner Lucas","508-507-2209","2017-06-16",16,"album",65
"Key Glock","Glock Season","2017-06-16",12,"album",65
"Leaf","Ayahuasca EP","2017-12-23",2,"single",65
"Lorde","Melodrama","2017-11-10",12,"album",65
"Nickelback","Feed the Machine","2017-06-16",11,"album",65
"Playing To Vapors","Shred The Master Design","2017-06-16",10,"album",65
"Randy Newman","Cars 3 (Original Score)","2017-06-16",21,"album",65
"Rich Forever Music","Rich Forever 3","2017-06-16",11,"compilation",65
"Ride","Weather Diaries","2017-06-16",11,"album",65
"Rory Fresco","Teen Spirit","2001-09-25",13,"album",65
"Royal Blood","How Did We Get So Dark?","2017-06-16",10,"album",65
"Steve Earle","So You Wannabe an Outlaw","2017-06-16",12,"album",65
"Styx","The Mission","2015-06-01",9,"album",65
"Terror Jr","Bop City 2: TerroRising","2017-06-16",13,"album",65
"The Drums","Abysmal Thoughts","2017-06-16",12,"album",65
"Tombs","The Grand Annihilation","2017-06-16",10,"album",65
"Vacant Home","Reflect, Respond","2017-06-16",7,"album",65
"Young Thug","Beautiful Thugger Girls","2017-06-16",14,"album",65
"Zack Villere","Little World","2017-06-16",12,"album",65
"KeeBomb","Change Clothes","2018-04-25",1,"single",65
"MONSTA X","Shine Forever","2017-06-19",12,"album",65
"Next Year's End","Faceless","2003-04-08",12,"album",65
"DJ Stevie J","Appreciation 9","2017-07-11",1,"single",65
"PSYCHEMOON","GHOSTHOUSE","2016-10-28",3,"single",65
"MAMAMOO","Purple","1984-06-25",9,"album",65
"311","MOSAIC","2016-09-16",14,"album",65
"Aaron Cartier","Aaron Cartier Dgaf","2017-06-23",4,"single",65
"Algiers","The Underside of Power","2017-06-23",12,"album",65
"Bent Knee","Land Animal","2017-06-23",10,"album",65
"Bone Thugs-n-Harmony","New Waves","2017-06-23",15,"album",65
"Broken Hope","Mutilated and Assimilated","2017-06-23",12,"album",65
"Conveyer","No Future","2016-10-20",6,"single",65
"Crooked Colours","Vera","2017-06-23",10,"album",65
"DJ Khaled","Grateful","2017-06-22",23,"album",65
"DubXX","Smoking in Public","2017-06-23",5,"single",65
"Dying Fetus","Wrong One to Fuck With","2017-06-23",11,"album",65
"Guttermouth","The Whole Enchilada","2017-06-23",27,"album",65
"Imagine Dragons","Evolve","2017-06-23",12,"album",65
"Jaymes Young","Feel Something","2017-06-23",12,"album",65
"King Lizzard & The Lizard Wizard","Murder of the Universe","2017-06-23",21,"album",65
"Krayzie Bone","Eternal Legend","2017-06-23",11,"album",65
"Lando Chill","The Boy Who Spoke To The Wind","2017-06-23",15,"album",65
"Municipal Waste","Slime and Punishment","2017-06-23",14,"album",65
"Rozwell Kid","Precious Art","2017-06-23",12,"album",65
"Saint Claire","LO","2018-01-31",10,"album",65
"Separations","Bloom","2018-08-31",10,"album",65
"Siamese","Shameless","2017-07-15",1,"single",65
"Stokley","Introducing Stokley","2017-06-23",15,"album",65
"Tauren Wells","Hills and Valleys","2017-06-23",15,"album",65
"TEC & Maine Musik","Spider Nation","2017-06-23",13,"album",65
"The Interbeing","Among the Amorphous","2017-06-23",10,"album",65
"The White Noise","AM/PM","2017-05-16",1,"single",65
"Various Artists","Despicable Me 3 (Original Motion Picture Soundtrack)","2017-06-13",1,"single",65
"VÉRITÉ","Somewhere in Between","2017-06-23",13,"album",65
"Vince Staples","Big Fish Theory","2017-06-23",12,"album",65
"Denzel Curry","13","2018-05-18",20,"compilation",65
"Wiz Khalifa","Bong Rips","2016-09-16",14,"album",65
"Tdot Illdude","The Vibe Is Heavy 2","2017-06-26",11,"album",65
"Greeley Estates","Calling All The Hopeless","2017-06-27",6,"single",65
"I Belong to the Zoo","I Belong to the Zoo","2018-04-25",1,"single",65
"American Opera","Small Victories","2015-10-23",6,"single",65
"Ashland","Wildfire","2016-01-01",12,"album",65
"Astrid S","Party's Over EP","2014-12-01",5,"single",65
"Baio","Man Of the World","2017-06-30",11,"album",65
"Beach House","B-Sides and Rarities","2018-10-26",12,"album",65
"BlocBoy JB","Who Am I 3","2017-10-28",14,"album",65
"Calvin Harris – Funk Wav Bounces Vol. 1","10/10","2017-03-24",1,"single",65
"Cellar Darling","This Is the Sound","2017-06-30",14,"album",65
"Connor Franta","Common Culture, Vol. VII","2017-06-30",13,"album",65
"Envy on the Coast","Ritual","2017-07-21",12,"album",65
"Fruit & Flowers","Drug Tax","2017-06-30",7,"album",65
"Gaudi","Magnetic","2008-09-12",10,"album",65
"Jay-Z – 4:44","10/10","2017-03-24",1,"single",65
"India.Arie","SongVersation: Medicine","2017-06-30",8,"album",65
"J.L (of B.Hood)","Tech N9ne Presents: JL","2017-06-30",15,"album",65
"Kacy Hill","Like a Woman","2017-06-30",12,"album",65
"Klyne","Klyne","2017-06-30",10,"album",65
"LANY","LANY","2018-10-05",9,"album",65
"Lapalux","Ruinism","2017-06-30",12,"album",65
"Oh Wonder","Ultralife","2017-07-14",12,"album",65
"Philthy Rich","Neighborhood Supastar 4","2017-07-14",16,"album",65
"Picturesque","Back To Beautiful","2017-01-27",2,"single",65
"RAC","EGO","2015-06-26",12,"album",65
"Sextile","Albeit Living","2017-07-14",10,"album",65
"Shabazz Palaces","Quazarz: Born On A Gangster Star","2017-07-14",11,"album",65
"Sheer Mag","Need To Feel Your Love","2017-07-14",12,"album",65
"Silverstein","Dead Reflection","2017-07-14",12,"album",65
"Terrace Martin Presents The Pollyseeds","Sounds of Crenshaw, Vol. 1","2017-07-14",13,"album",65
"The Dears","Times Infinity Volume Two","2017-07-14",10,"album",65
"The Gospel Youth","Always Lose","2017-07-14",10,"album",65
"The Vamps","Night & Day","2012-01-01",12,"album",65
"Tranquility","Sonic Propensity","2017-07-14",7,"album",65
"Twinsmith","Stay Cool","2017-07-14",8,"album",65
"Various Artists","Punk Goes Pop Vol. 7","2017-07-14",13,"compilation",65
"Waxahatchee","Out In The Storm","2017-07-14",10,"album",65
"Wizkid","Sounds From the Other Side","2017-07-14",12,"album",65
"Shock & Awe","A.I.R.","2011-04-20",4,"single",65
"Jakub Zytecki","Feather Bed EP","2017-07-18",6,"single",65
"Svea","Lyon","2016-05-04",6,"single",65
"Weeping Wound","Growth EP","2007-12-18",6,"single",65
"Dead Man's Dream","Dead Man's Dream","2018-04-03",1,"single",65
"fujitsu","Corals EP","2016-04-29",3,"single",65
"Ratboys","Ratboys","2017-06-30",10,"album",65
"Diggs Duke","Beyond The Years","2017-08-11",26,"album",65
"Tion Phipps","Kur'e","2017-07-20",9,"album",65
"Avey Tare","Eucalyptus","2018-06-01",1,"single",65
"Casual Friday","Weekend Forever","2009-01-01",7,"album",65
"Chase Atlantic","Part Three","2018-08-24",7,"album",65
"Childhood","Universal High","2017-07-21",10,"album",65
"Chris Robinson Brotherhood","Barefoot In The Head","2017-07-21",10,"album",65
"Cornelius","Mellow Waves","2017-07-21",10,"album",65
"Damian ""Jr. Gong"" Marley","Stony Hill","2017-07-21",18,"album",65
"Dan Croll","Emerging Adulthood","2017-07-21",10,"album",65
"Decrepit Birth","Axis Mundi","2015-04-28",16,"album",65
"Descendants 2 Cast","Descendants 2 (Original TV Movie Soundtrack)","2017-07-21",11,"compilation",65
"Dizzee Rascal","Raskit","2017-07-21",16,"album",65
"Emma Stevens","To My Roots","2016-07-01",15,"album",65
"First to Eleven","Dead to Me EP","2017-06-30",4,"single",65
"Foster the People","Sacred Hearts Club","2017-07-21",12,"album",65
"Goldfinger","The Knife","2017-07-21",13,"album",65
"Hans Zimmer","Dunkirk: Original Motion Picture Soundtrack","2017-07-21",11,"album",65
"In This Moment","Ritual","2017-07-21",12,"album",65
"Lafa Taylor & Aabo","Feel","2017-06-23",12,"album",65
"Lana Del Rey","Lust for Life","2017-07-21",16,"album",65
"Lil Lonnie","Time 2 Kill","1993-07-05",10,"album",65
"Parmalee","27861","2017-07-21",12,"album",65
"Polyphia","The Most Hated","2017-07-14",6,"single",65
"Romeo Santos","Golden","2017-07-21",18,"album",65
"Sage the Gemini","Morse Code","2017-07-21",15,"album",65
"Sara Evans","Words","2006-01-01",13,"album",65
"Skyzoo","Peddler Themes","2017-07-21",8,"album",65
"Steve Aoki","Steve Aoki Presents Kolony","2017-07-21",10,"album",65
"Trae tha Truth","Tha Truth, Pt. 3","2017-07-21",18,"album",65
"Vera Blue","Perennial","2017-07-21",14,"album",65
"Wot Gorilla?","Angel Numbers","2017-07-21",5,"single",65
"Zoey Dollaz","M'ap Boule","2017-07-21",7,"album",65
"Converge","I Can Tell You About Pain","2017-07-25",2,"single",65
"Darren Korb","Pyre: Original Soundtrack","2017-07-25",39,"album",65
"DJ Lucas","Unleash These Bangers Too","2017-07-26",14,"album",65
"Mick Jagger","Gotta Get a Grip / England Lost (Reimagined)","2017-07-27",5,"single",65
"Sentient Divide","Sentient Divide","2017-08-04",9,"album",65
"AKA & Anatii","Be Careful What You Wish For","2017-07-28",10,"album",65
"Alice Cooper","Paranormal","2018-07-24",1,"single",65
"Axwell <U+039B> Ingrosso","More Than You Know","2017-07-28",15,"album",65
"Cage The Elephant","Unpeeled","2017-07-28",21,"album",65
"Coast Modern","Coast Modern","2017-07-28",18,"album",65
"Dae Dae","5 Reasons","2016-10-11",5,"single",65
"Foisey","Byrds","1965-12-06",18,"album",65
"Garren Sean","GARREN, LP","2017-07-28",14,"album",65
"Joywave","Content","2017-07-28",11,"album",65
"Lindenwood","Steady Lives","2006-07-11",14,"album",65
"Lotto Savage","Don Slaughter 2","2017-07-28",12,"album",65
"Lucas Hoge","Dirty South","2004-08-24",14,"album",65
"Madchild","The Darkest Hour","2017-07-28",14,"album",65
"Manchester Orchestra","A Black Mile To The Surface","2017-07-28",11,"album",65
"Passion Pit","Tremendous Sea Of Love","2017-07-28",10,"album",65
"Prong","Zero Days","2017-07-28",13,"album",65
"Rob Markman","Write to Dream","2017-07-28",8,"album",65
"Stephen Christian","Wildfires","2017-07-28",10,"album",65
"Stone Irr","Sinner","2013-06-14",21,"album",65
"The Cars","Candy-O (Expanded Edition)","2017-07-28",18,"album",65
"The Fall","New Facts Emerge","2017-07-28",11,"album",65
"Tom Speight","My My My","2018-06-29",20,"album",65
"Vic Mensa","The Autobiography","2017-07-28",15,"album",65
"Caskey","Generation","1984-06-25",9,"album",65
"Courier","Courier","2017-08-25",3,"single",65
"GFRIEND","Parallel","1978-09-23",12,"album",65
"wifisfuneral","Boy Who Cried Wolf","2017-08-18",15,"album",65
"Oneohtrix Point Never","Good Time Motion Picture Soundtrack","2017-08-11",13,"album",65
"Paul Kelly","Life Is Fine","2017-08-11",12,"album",65
"Phantoms","Screaming on the Inside","2017-08-25",7,"album",65
"RAT BOY","SCUM","2017-08-11",13,"album",65
"So Much Light","Oh, Yuck","2017-08-11",14,"album",65
"SonReal","One Long Dream","2017-08-11",12,"album",65
"The Cribs","24-7 Rock Star Shit","2017-08-11",10,"album",65
"The Prosecution","The Unfollowing","2017-08-11",12,"album",65
"Varials","Pain Again","2017-08-11",11,"album",65
"Jamila Woods","HEAVN","2017-08-15",20,"album",65
"TAEYANG","WHITE NIGHT","2015-02-19",32,"album",65
"Lil B","Black Ken","2017-08-17",27,"album",65
"NCT DREAM","We Young","2009-01-01",15,"album",65
"PeeWee Longway","The Blue M&M 3","2017-08-18",15,"album",65
"Ramriddlz","Sweeter Dreams","2017-08-17",12,"album",65
"A$AP Ferg","Still Striving","2017-08-18",14,"album",65
"Alice Glass","Alice Glass","2016-04-15",1,"single",65
"Chase & Status","Tribe","1990-04-17",17,"album",65
"Cold Black","Circles","2015-04-21",15,"album",65
"Dave East","Paranoia: A True Story","2017-08-18",13,"album",65
"Eluveitie","Evocation II: Pantheon","2017-08-18",18,"album",65
"Everything Everything","A Fever Dream","2017-08-18",11,"album",65
"Felly","Wild Strawberries","2017-08-18",15,"album",65
"Ghostpoet","Dark Days + Canapés","2017-08-18",12,"album",65
"Grizzly Bear","Painted Ruins","2017-08-18",11,"album",65
"Josh Abbott Band","Until My Voice Goes Out","2017-08-18",14,"album",65
"King Gizzard & The Lizard Wizard With The Mild High Club","Sketches of Brunswick East","2017-08-18",13,"album",65
"Kings Kaleidoscope","The Beauty Between","2017-08-18",10,"album",65
"Kodak Black","Project Baby 2","2017-08-18",19,"album",65
"Kriminals","Kriminals","2014-02-06",3,"single",65
"Leaf","Trinity","2005-09-26",18,"album",65
"Lil Debbie","OG In My System","2017-08-18",11,"album",65
"Mozzy","1 Up Top Ahk","2017-08-18",16,"album",65
"Neck Deep","The Peace and the Panic","2017-08-18",11,"album",65
"No Malice","Let the Dead Bury the Dead","2017-08-18",10,"album",65
"No Plug","Culinary Arts 101","2017-09-01",15,"album",65
"Phora","Yours Truly Forever","2017-08-18",16,"album",65
"Q Money","Win","2017-10-27",14,"album",65
"Rainer Maria","S/T","2006-05-02",16,"album",65
"Ray Wylie Hubbard","Tell The Devil I'm Gettin' There As Fast As I Can","2017-08-18",11,"album",65
"Reconcile","Streets Don't Love You","2017-08-18",16,"album",65
"Rockabye Baby!","Lullaby Renditions of Justin Timberlake","2017-08-18",12,"album",65
"Ryan Follese","Ryan Follese","2017-08-18",12,"album",65
"Shelby Lynne & Allison Moorer","Not Dark Yet","2017-08-18",10,"album",65
"Stargazer","Tui La","2017-08-18",9,"album",65
"Steve Wilson","To The Bone","1982-01-01",10,"album",65
"The Accidentals","Odyssey","2016-03-11",12,"album",65
"The Homeless Gospel Choir","Normal","2018-06-28",9,"album",65
"Thy Art Is Murder","Dear Desolation","2017-08-18",10,"album",65
"UNKLE","The Road Part 1","2017-09-27",5,"single",65
"Brand New","Science Fiction","2017-08-19",12,"album",65
"Adore Delano","Whatever","2011-11-25",11,"album",65
"Derez De'Shon","Pain","2018-04-13",15,"album",65
"Valleyheart","Nowadays","2017-12-20",1,"single",65
"Walter Etc.","Gloom Cruise","2017-08-25",10,"album",65
"Action Bronson","Blue Chips 7000","2017-08-25",13,"album",65
"Angelo De Augustine","Swim Inside The Moon","2017-08-25",9,"album",65
"Apollo Brown & Planet Asia","Anchovies","2017-08-25",15,"album",65
"A$AP Mob","Cozy Tapes Vol. 2: Too Cozy","2017-08-25",17,"album",65
"Beatnick & K-Salaam x Junior Reid","Give Love EP","2017-11-17",4,"single",65
"Berner & Young Dolph","Tracking Numbers","2017-08-24",8,"album",65
"Brian McKnight","Genesis","2016-03-25",12,"album",65
"BROCKHAMPTON","SATURATION II","2017-08-25",16,"album",65
"Buddy","Magnolia","2018-03-24",2,"single",65
"Christian Nodal","Me Dejé Llevar","2017-08-25",13,"album",65
"Cymbals","Light In Your Mind","2017-08-25",11,"album",65
"Daniel Caesar","Freudian","2017-08-25",10,"album",65
"Der Weg Einer Freiheit","Finisterre","2017-08-25",6,"album",65
"DrugRixh Hect","Hector Vol. 1","2017-08-24",11,"album",65
"Elijah Blake","Audiology","2017-08-25",14,"album",65
"EMA","Exile In the Outer Ring","2017-08-25",11,"album",65
"Eskimo Callboy","The Scene","2011-01-01",12,"album",65
"Fifth Harmony","Fifth Harmony","2017-10-29",11,"album",65
"Filthy Friends","Invitation","2017-09-26",5,"single",65
"For The Win","Heavy Thoughts","2017-08-25",10,"album",65
"Forever Starts Today","Always Hope","2017-08-25",11,"album",65
"Gogol Bordello","Seekers and Finders","2017-08-25",11,"album",65
"Grieves","Running Wild","2017-08-25",15,"album",65
"Hype Williams","Rainbow","2017-08-11",14,"album",65
"Ian Felice","In The Kingdom Of Dreams","2017-08-25",10,"album",65
"Iron & Wine","Beast Epic","2017-08-25",11,"album",65
"Ivan B","Forgive Me For My Honesty","2017-08-25",12,"album",65
"Jack Cooper","Sandgrown","2017-08-25",9,"album",65
"Joseph Shabason","Aytche","2017-08-25",9,"album",65
"Karen & the Sorrows","The Narrow Place","2017-08-25",11,"album",65
"Kitty","Miami Garden Club","2017-08-25",13,"album",65
"Lil Uzi Vert","Luv Is Rage 2","2017-08-25",16,"album",65
"Nadine Shah","Holiday Destination","2017-08-25",10,"album",65
"New Kingston","A Kingston Story: Come from Far","2017-09-01",10,"album",65
"Oh Sees","Orc","2017-08-25",10,"album",65
"Old Dominion","Happy Ending","2015-09-03",1,"single",65
"Our Ceasing Voice","Free Like Tonight","2017-08-25",11,"album",65
"Ozuna","Odisea","2017-08-25",16,"album",65
"EXO","The War: The Power of Music","2017-09-05",4,"single",65
"Shin Hye Sung","Serenity","2016-10-21",11,"album",65
"Various Artists","Dog Songs","2018-06-15",86,"album",65
"Various Artists","The Rhinestone Hillbilly","2017-09-01",16,"compilation",65
"Warhol.ss","Where's Warhol?","2017-12-08",7,"album",65
"MXM (BRANDNEWBOYS)","UNMIX","2017-09-06",6,"single",65
"PENTAGON","Demo_01","2017-09-06",5,"single",65
"G.Soul","Circles","2015-04-21",15,"album",65
"Trauma Tone","Which Way Is Up","2016-06-03",8,"album",65
"Adventurer","Sacred Grove","2017-09-08",10,"album",65
"Alvvays","Antisocialites","2017-09-08",10,"album",65
"Angelo Badalamenti","Twin Peaks (Music from the Limited Event Series)","2017-09-08",20,"compilation",65
"Arch Enemy","Will to Power","2017-09-08",13,"album",65
"Bearings","Nothing Here Is Permanent","2017-09-08",5,"single",65
"Being As An Ocean","Waiting for Morning to Come","2017-09-08",14,"album",65
"Chad VanGaalen","Light Information","2017-09-08",12,"album",65
"Cro","tru.","2018-08-31",11,"album",65
"D33J","Death Valley Oasis","2017-09-08",10,"album",65
"David Ramirez","We're Not Going Anywhere","2017-09-08",10,"album",65
"Death From Above 1979","Outrage! Is Now","2017-09-08",10,"album",65
"Deerhoof","Mountain Moves","2017-09-08",15,"album",65
"Dev","I Only See You When I'm Dreamin'","2017-09-08",13,"album",65
"Dustin Lynch","Current Mood","2017-09-08",13,"album",65
"Erin McCarley","YU YI","2017-09-08",10,"album",65
"Faith Healer","Try","2018-06-08",7,"album",65
"Four Year Strong","Some of You Will Like This, Some of You Won't","2017-09-10",12,"album",65
"FRAN¢","O.T.A","2017-09-08",19,"album",65
"Fredo Santana","Fredo Kruger 2","2017-09-08",16,"album",65
"Gregg Allman","Southern Blood","2017-09-08",12,"album",65
"Innerspace","Rise","2018-05-25",1,"single",65
"Jack Johnson","All The Light Above It Too","2017-09-08",10,"album",65
"Julie & The Wrong Guys","Julie & The Wrong Guys","2011-01-01",13,"album",65
"L.A. Witch","L.A. Witch","2017-09-08",9,"album",65
"Leikeli47","Wash & Set","2017-09-08",14,"album",65
"Living Colour","Shade","2015-07-17",2,"single",65
"iMAYDAY!","Search Party","2017-09-08",17,"album",65
"Madeline Juno","DNA -14/14","2013-05-28",16,"album",65
"Motorpsycho","The Tower","2001-07-17",16,"compilation",65
"Mount Kimbie","Love What Survives","2017-09-08",11,"album",65
"MUTEMATH","Play Dead","2017-09-08",10,"album",65
"Neil Young","Hitchhiker","2017-09-08",10,"album",65
"Nick Mulvey","Wake Up Now","2017-09-08",11,"album",65
"Nosaj Thing","Parallels","2016-01-07",8,"album",65
"Nothing But Thieves","Broken Machine","2017-09-08",15,"album",65
"Novelists","Noir","2018-04-20",12,"album",65
"ODESZA","A Moment Apart","2017-09-08",16,"album",65
"Phaeleh","Lost Time","2014-07-22",24,"album",65
"Princess Nokia","1992","2016-10-14",13,"album",65
"Project Pat","M.O.B.","2017-09-08",12,"album",65
"Sean McConnell","Undone","2016-05-13",1,"single",65
"snny","Learning To Swim","2017-09-08",6,"single",65
"Stray From The Path","Only Death Is Real","2017-09-08",10,"album",65
"Such Gold","Deep in a Hole","2017-09-08",5,"single",65
"Superfood","Bambino","2015-04-30",17,"album",65
"Susanne Sundfør","Music For People In Trouble","2017-09-08",10,"album",65
"Syd","Always Never Home","2017-09-07",3,"single",65
"The Dream Syndicate","How Did I Find Myself Here?","2017-09-08",8,"album",65
"The National","Sleep Well Beast","2017-09-08",12,"album",65
"Thomas Rhett","Life Changes","2017-09-08",14,"album",65
"Threshold","Legends of the Shires","2017-09-08",14,"album",65
"Toadies","The Lower Side of Uptown","2017-09-08",12,"album",65
"Toby Keith","The Bus Songs","2017-09-08",12,"album",65
"Tony Allen","The Source","2017-04-14",17,"album",65
"Tori Amos","Native Invader","2017-09-08",13,"album",65
"Trickfinger","Trickfinger II","2017-09-08",6,"single",65
"Various Artists","Insecure","2017-08-04",1,"single",65
"Wild Cub","Closer","2016-07-29",1,"single",65
"Zola Jesus","Okovi","2017-09-08",11,"album",65
"Shoffy","Shoffy","2018-10-12",1,"single",65
"BlocBoy JB","The Purple M&M","2017-09-12",13,"album",65
"Brotha Lynch Hung & Ren Da Heatmonsta","Premeditated","2017-09-11",11,"album",65
"Junho (2PM)","Canvas","2018-07-27",14,"album",65
"SoMo","My Life III","2017-09-11",11,"album",65
"ELRIS","Color Crush","2017-09-13",6,"single",65
"GFRIEND","Rainbow","2017-08-11",14,"album",65
"Young Nudy","Nudy Land","2017-09-13",13,"album",65
"BOBBY","LOVE AND FALL","2017-09-14",10,"album",65
"Brain","I'm Brain","2017-09-14",7,"album",65
"Hundred Waters","Communicating","2017-09-14",11,"album",65
"Yung Bleu","Investments 4","2017-12-13",15,"album",65
"Angus & Julia Stone","Snow","2018-05-04",7,"album",65
"Annie Hart","Impossible Accomplice","2017-09-15",8,"album",65
"Arcane Roots","Melancholia Hymns","2017-09-15",10,"album",65
"Ariel Pink","Dedicated to Bobby Jameson","2017-09-15",14,"album",65
"Caparezza","Prisoner 709","2017-09-15",16,"album",65
"Chained to the Bottom of the Ocean","Decay and Other Hopes Against Progress","2017-09-15",6,"single",65
"Dan Reed","Confessions","2004-03-19",21,"album",65
"Deer Tick","Deer Tick, Vol. 1","2017-09-15",10,"album",65
"Deer Tick","Deer Tick, Vol. 2","2017-09-15",10,"album",65
"Ducktails","Jersey Devil","2017-10-06",10,"album",65
"Eamon","Golden Rail Motel","2017-09-15",10,"album",65
"Emily Haines & The Soft Skeleton","Choir Of The Mind","2017-09-15",13,"album",65
"Farruko","TrapXficante","2017-09-15",22,"album",65
"Luna","A Sentimental Education","2017-09-22",10,"album",65
"Macklemore","Gemini","2017-09-22",16,"album",65
"Mastodon","Cold Dark Place","2017-09-22",4,"single",65
"METZ","Strange Peace","2017-09-22",11,"album",65
"Midland","On The Rocks","2017-09-22",13,"album",65
"Moses Sumney","Aromanticism","2017-09-22",11,"album",65
"Noah Gundersen","White Noise","2017-05-07",40,"compilation",65
"Phoebe Bridgers","Stranger In The Alps","2017-09-22",11,"album",65
"Sapphire Slows","Time","2016-02-28",6,"single",65
"Satyricon","Deep Calleth upon Deep","2017-09-22",8,"album",65
"Sleeping with Sirens","Gossip","2017-10-13",16,"album",65
"Sons of Texas","Forged By Fortitude","2017-09-22",11,"album",65
"The Horrors","V","2018-09-28",23,"album",65
"The Killers","Wonderful Wonderful","2017-09-22",10,"album",65
"The Movielife","Cities In Search of a Heart","2017-09-22",10,"album",65
"The Neighbourhood","Hard","2018-09-12",1,"single",65
"Tricky","ununiform","2017-09-22",13,"album",65
"The Wonder Years","Burst & Decay (An Acoustic EP)","2011-05-10",10,"album",65
"B1A4","Rollin'","2017-05-12",1,"single",65
"Max Gowan","Far Corners","2017-05-11",8,"album",65
"Girli","Hot Mess EP","2017-10-10",4,"single",65
"Bolbbalgan4","Red Diary Page.1","2017-09-28",5,"single",65
"Solip","Without","2018-10-04",1,"single",65
"36 Crazyfists","Lanterns","2013-10-29",9,"album",65
"A Boogie Wit Da Hoodie","The Bigger Artist","2017-09-29",15,"album",65
"Awaken I Am","Blind Love","2018-02-13",9,"album",65
"Benjamin Clementine","I Tell a Fly","2017-09-15",11,"album",65
"BETSY","BETSY","2017-11-17",1,"single",65
"Demi Lovato","Tell Me You Love Me","2017-09-29",12,"album",65
"Dolly Parton","I Believe In You","1992-01-01",10,"album",65
"Grave Pleasures","Motherblood","2017-09-29",10,"album",65
"Great American Ghost","Hatred Stems From the Seed","2017-09-29",11,"album",65
"Grey","Chameleon","2017-08-07",1,"single",65
"Gunplay","Haram","2015-08-15",1,"single",65
"Hoodie Allen","The Hype","2017-02-08",1,"single",65
"Hurts","Desire","2014-07-11",11,"album",65
"Ibeyi","Ash","2014-11-11",14,"album",65
"Injury Reserve","Drive It Like It's Stolen","2017-09-29",7,"album",65
"Kamasi Washington","Harmony of Difference","2017-09-29",6,"album",65
"Keyon Harrold","The Mugician","2017-09-29",12,"album",65
"Kublai Khan","Nomad","2017-05-19",1,"single",65
"Larkin Poe","Peach","2018-04-17",2,"single",65
"Lil Pete","I Made a Promise","2017-09-29",12,"album",65
"Lyrica Anderson","Adia","2017-10-13",15,"album",65
"Makeout","The Good Life","2018-05-04",12,"album",65
"Masta Killa","Loyalty Is Royalty","2017-09-29",16,"album",65
"Merky ACE","Personality Cult","2015-08-25",2,"single",65
"Michael Jackson","Scream","2017-09-27",14,"album",65
"Miley Cyrus","Younger Now","2017-09-29",11,"album",65
"PARTYNEXTDOOR","7 Days","2017-09-29",7,"album",65
"Primus","The Desaturating Seven","2017-09-29",7,"album",65
"Protomartyr","Relatives in Descent","2017-09-29",12,"album",65
"R I T U A L","No Escape Out of Time","2017-09-29",10,"album",65
"Racquet Club","Racquet Club","2017-09-29",10,"album",65
"RALEIGH","Powerhouse Bloom","2017-09-29",9,"album",65
"Rittz","Last Call","2017-09-29",21,"album",65
"Robin Schulz","Uncovered","2017-09-29",18,"album",65
"Sea In The Sky","Everything All at Once","2018-07-06",5,"single",65
"Shania Twain","Now","2018-10-26",15,"album",65
