"artist","album","release_date","tracks","album_type","markets","target"
"Demi Lovato","Tell Me You Love Me",2017-09-29,12,"album",65,0
"Grave Pleasures","Motherblood",2017-09-29,10,"album",65,0
"Great American Ghost","Hatred Stems From the Seed",2017-09-29,11,"album",65,0
"Grey","Chameleon",2017-08-07,1,"single",65,0
"Gunplay","Haram",2015-08-15,1,"single",65,0
"Hoodie Allen","The Hype",2017-02-08,1,"single",65,0
"Hurts","Desire",2014-07-11,11,"album",65,1
"Ibeyi","Ash",2014-11-11,14,"album",65,0
"Injury Reserve","Drive It Like It's Stolen",2017-09-29,7,"album",65,0
"Kamasi Washington","Harmony of Difference",2017-09-29,6,"album",65,0
"Keyon Harrold","The Mugician",2017-09-29,12,"album",65,0
"Kublai Khan","Nomad",2017-05-19,1,"single",65,0
"Larkin Poe","Peach",2018-04-17,2,"single",65,0
"Lil Pete","I Made a Promise",2017-09-29,12,"album",65,0
"Lyrica Anderson","Adia",2017-10-13,15,"album",65,0
"Makeout","The Good Life",2018-05-04,12,"album",65,0
"Masta Killa","Loyalty Is Royalty",2017-09-29,16,"album",65,0
"Merky ACE","Personality Cult",2015-08-25,2,"single",65,0
"Michael Jackson","Scream",2017-09-27,14,"album",65,0
"Miley Cyrus","Younger Now",2017-09-29,11,"album",65,0
"PARTYNEXTDOOR","7 Days",2017-09-29,7,"album",65,0
"Primus","The Desaturating Seven",2017-09-29,7,"album",65,0
"Protomartyr","Relatives in Descent",2017-09-29,12,"album",65,0
"R I T U A L","No Escape Out of Time",2017-09-29,10,"album",65,0
"Racquet Club","Racquet Club",2017-09-29,10,"album",65,0
"RALEIGH","Powerhouse Bloom",2017-09-29,9,"album",65,0
"Rittz","Last Call",2017-09-29,21,"album",65,0
"Robin Schulz","Uncovered",2017-09-29,18,"album",65,0
"Sea In The Sky","Everything All at Once",2018-07-06,5,"single",65,0
"SmokePurpp","Deadstar",2017-09-29,18,"album",65,0
"Tank","Savage",2017-10-30,10,"album",65,0
"Terror Jr","Bop 3: The Girl Who Cried Purple",2017-09-29,7,"album",65,0
"Tetrarch","Freak",2018-08-10,1,"single",65,0
"Torii Wolf","Flow Riiot",2017-09-29,15,"album",65,0
"TORRES","Three Futures",2017-09-29,10,"album",65,0
"Vessels","The Great Distraction",2017-09-29,10,"album",65,0
"Wolf Alice","Visions of a Life",2017-09-29,12,"album",65,0
"Curren$y & Lex Luger","The Motivational Speech",2017-09-30,6,"single",65,0
"WVRM","Can You Hear The Wind Howl",2017-09-30,6,"single",65,0
"She's Only Sixteen","Whatever That Was",2017-09-17,11,"album",65,0
"Playing Rapunzel","Hanging By A Hair",2017-10-01,10,"album",65,0
"Rich Satterfield","This Rearview",2017-09-21,5,"single",65,0
"Bones","FAILURE",2017-10-02,16,"album",65,0
"<U+200B>timbr","screensaver",2017-10-03,7,"album",65,0
"Fort Atlantic","Shadow Shaker Vol. 1",2017-10-16,9,"album",65,0
"Wolf & Bear","Everything Is Going Grey",2017-10-03,10,"album",65,0
"Aye Mammoth","Beasts Infernal",2017-10-04,4,"single",65,0
"Slimmy B","Problem Child",2017-10-09,16,"album",65,0
"The Vivien Leigh Documentary","Uprooted",2014-02-07,13,"album",65,1
"Sabrina Claudio","About Time",2017-10-05,12,"album",65,0
"AJ Tracey","Secure the Bag!",2017-10-06,8,"single",65,0
"Alex Lahey","I Love You Like a Brother",2017-10-06,10,"album",65,0
"Antwon","Sunnyvale Gardens",2017-10-06,14,"album",65,0
"August Burns Red","Phantom Anthem",2017-10-06,11,"album",65,0
"Bea Miller","Chapter Three: Yellow",2017-10-06,3,"single",65,0
"Belly","Mumble Rap",2017-10-06,11,"album",65,0
"Blis.","No One Loves You",2017-10-06,11,"album",65,0
"CANVAS (UK band)","Worry",2017-06-30,10,"album",65,0
"Chase Atlantic","Chase Atlantic",2017-10-04,14,"album",65,0
"Chelsea Cutler","Snow in October EP",2017-10-06,6,"single",65,0
"Citizen","As You Please",2017-10-06,12,"album",65,0
"CookBook & Flynn Adam","Best in Class",2010-03-01,2,"single",65,1
"CRACKHOUSE","Be No One . Be Nothing",2017-10-06,3,"album",65,0
"Cunninlynguists","Rose Azura Njano",2017-10-06,12,"album",65,0
"Lapalux","The End Of Industry",2017-10-13,5,"single",65,0
"Lou The Human","Humaniac",2017-10-13,10,"album",65,0
"Louis Mattrs","On The Rocks",2017-09-22,13,"album",65,1
"Mabel","Ivy To Roses",2018-10-05,13,"album",65,0
"MyChildren MyBride","Vicious World",2017-10-13,12,"album",65,0
"Marc E. Bassy","Gossip Columns",2017-10-13,16,"album",65,0
"P.MO","Life Is Good",2018-05-04,12,"album",65,0
"P!nk","Beautiful Trauma",2017-10-13,13,"album",65,0
"ROAM","Great Heights & Nosedives",2017-10-13,11,"album",65,0
"Robert Plant","Carry Fire",2012-06-19,16,"album",65,0
"SG Tip","NWA: Nigga With Ambition",2017-10-13,10,"album",65,0
"Sloan Evans","mia",2018-10-11,1,"single",65,0
"Sorority Noise","Alone",2018-09-04,1,"single",65,0
"St. Vincent","MASSEDUCTION",2017-10-13,13,"album",65,0
"Stick To Your Guns","True View",2017-10-13,13,"album",65,0
"Tech N9ne"," Strange Reign",2017-10-13,20,"album",65,0
"The Haxans","Party Monsters",2012-10-16,15,"album",65,0
"Tusks","Dissolve",2016-07-01,1,"single",65,0
"Wallace","Pole to Pole",2017-10-06,6,"single",65,0
"William Patrick Corgan","Ogilala",2017-10-13,11,"album",65,0
"Wretch 32","FR32",2017-10-13,12,"album",65,0
"Wu-Tang Clan","The Saga Continues",2017-10-13,18,"album",65,0
"Young Spray","Invisible Tears",2017-10-13,15,"album",65,0
"TEC & Maine Musik","Retaliation",2008-09-23,15,"album",65,0
"Aaron Abernathy","Dialogue",2018-10-05,19,"album",65,0
"BTOB","Brother Act.",2017-10-16,12,"album",65,0
"HIGHLIGHT","Celebrate",2013-03-22,36,"compilation",65,0
"Hold Close","I'll Never Go Back",2017-10-17,5,"single",65,0
"TAEMIN","Move",2005-01-01,12,"album",65,0
"Maino","Party & Pain",2018-10-17,1,"single",65,0
"Marqo 2 Fresh","Dancing With the Devil",2018-05-16,2,"single",65,0
"YBS Skola","Only Hope 2",2017-10-17,17,"album",65,0
"FBG Duck","Look At Me 2",2018-09-25,5,"single",65,0
"JBJ","Fantasy",2010-01-01,13,"album",65,0
"Money Man","Harvest Season",2017-09-28,6,"single",65,0
"03 Greedo","First Night Out",2017-09-20,13,"album",65,0
"Beautiful Eulogy","Worthy",2017-02-17,13,"album",65,0
"Boyz II Men","Under the Streetlight",2017-10-20,10,"album",65,0
"Bully","Losing",2017-10-20,10,"album",65,0
"Cheap Trick","Christmas Christmas",2006-01-01,29,"compilation",65,0
"Chris Young","Losing Sleep",2017-10-20,10,"album",65,0
"Collapse Under The Empire","The Fallen Ones",2008-04-14,12,"album",65,0
"Darius Rucker","When Was The Last Time",2017-10-20,13,"album",65,0
"Destroyer","Ken",2018-06-15,1,"single",65,0
"Extrawelt","Fear Of An Extra Planet",2017-10-20,10,"album",65,0
"Future & Young Thug","Super Slimey",2017-10-20,13,"album",65,0
"Giraffage","Too Real",2017-10-20,10,"album",65,0
"Högni","Two Trains",2010-11-16,19,"album",65,0
"I the Mighty","Where The Mind Wants to Go / Where You Let it Go",2017-10-20,11,"album",65,0
"Iron Monkey","9-13",2017-02-17,11,"album",65,0
"Jackie Shane","Any Other Way",2017-10-20,25,"album",65,0
"Jessie Ware","Glasshouse",2017-10-20,17,"album",65,0
"KB","Today We Rebel",2017-10-20,14,"album",65,0
"Kllo","Backwater",2017-10-20,12,"album",65,0
"Krept & Konan","7 Days",2017-09-29,7,"album",65,0
"Krept & Konan","7 Nights",2017-10-20,10,"album",65,0
"Kyle Dixon & Michael Stein","Stranger Things 2 (A Netflix Original Series Soundtrack)",2016-08-19,39,"album",65,0
"Lindstrøm","It's Alright Between Us As It Is",2017-10-20,9,"album",65,0
"Margo Price","All American Made",2017-10-20,12,"album",65,0
"Mike Ryan","Blink You'll Miss It",2017-10-20,7,"album",65,0
"Movements","Feel Something",2017-06-23,12,"album",65,0
"Nai Palm","Needle Paw",2017-10-20,13,"album",65,0
"Niall Horan","Flicker",2017-10-20,13,"album",65,0
"NeXxthursday","Natasha",2018-04-20,1,"single",65,1
"Noija","Colorblind",2018-02-07,1,"single",65,0
"nothing,nowhere","Reaper",2017-10-20,9,"album",65,0
"Riccardo Marcuzzo","Mania",2018-01-19,10,"album",65,0
"Rob $tone","Don't Wait For It",2017-10-20,15,"album",65,0
"Rødhåd","Anxious",2018-01-23,6,"single",65,0
"Shabazz PBG","Pressure",2014-10-21,15,"album",65,1
"Snoh Aalegra","Feels",2017-10-20,13,"album",65,0
"TeeCee4800","Realness Over Millions 2",2017-09-29,16,"album",65,0
"TRACES","Heart of Gold",2008-10-20,15,"album",65,0
"Trivium","The Sin And The Sentence",2017-10-20,11,"album",65,0
"Various Artists","Tegan And Sara Present The Con X: Covers",2017-10-20,18,"compilation",65,0
"Veil of Maya","False Idol",2017-10-20,13,"album",65,0
"We Came as Romans","Cold Like War",2017-10-20,10,"album",65,0
"Young Dolph","Thinking Out Loud",2017-10-20,10,"album",65,0
"Valipala","Mango City",2017-10-20,6,"single",65,0
"EPIK HIGH","We've Done Something Wonderful",2017-10-23,11,"album",65,1
"Project Youngin","Patience",2007-09-25,12,"album",65,0
"Tyga","Bugatti Raww",2017-10-23,10,"album",65,1
"4MEN","Remember Me",2011-10-01,10,"album",65,1
"Eldorado Red","Love x Loyalty",2017-10-25,15,"album",65,1
"Jay5 & Yakki","Trap Vibes",2017-10-24,9,"album",65,1
"Rico Nasty","Sugar Trap 2",2017-10-24,14,"album",65,1
"Aaron Cartier","Aaron Cariter Best Rapper Last Album... Maybe HaHa!!",2017-10-25,24,"album",65,1
"ALLBLACK","KimSon",2017-10-27,8,"album",65,1
"Bibio","Phantom Brickworks",2017-11-03,9,"album",65,0
"Blake Shelton","Texoma Shore",2017-11-03,11,"album",65,0
"Blitzen Trapper","Wild and Reckless",2017-11-03,12,"album",65,0
"Cannibal Corpse","Red Before Black",2017-11-03,12,"album",65,0
"Casper Skulls","Mercy Works",2017-11-03,11,"album",65,0
"Converge","The Dusk In Us",2017-11-03,13,"album",65,0
"Dia Frampton","Yule Tunes",2017-11-03,4,"single",65,0
"Drew Kennedy","At Home in the Big Lonesome",2017-11-03,11,"album",65,0
"DUCKWRTH","An XTRA UUGLY Mixtape",2017-11-03,13,"album",65,0
"Emeli Sandé","Kingdom Coming",2017-11-03,6,"single",65,0
"Grace VanderWaal","Just the Beginning",2017-11-03,12,"album",65,0
"Guy Sebastian","Conscious",2016-06-24,13,"album",65,1
"Joji","In Tongues",2018-02-14,16,"album",65,0
"Kaaris","Dozo",2017-11-03,16,"album",65,0
"Kid Rock","Sweet Southern Sugar",2017-11-03,10,"album",65,0
"Klangstof","Everest",2015-09-18,16,"album",65,0
"Kygo","Kids In Love",2017-11-03,9,"album",65,0
"Lee Brice","Lee Brice",2017-11-03,15,"album",65,0
"Like Moths To Flames","Dark Divine",2017-11-03,11,"album",65,0
"Maroon 5","Red Pill Blues",2018-06-15,16,"album",65,0
"Moonfall","Empty Cage",2017-11-03,6,"single",65,0
"My Enemies & I","The Beast Inside",2017-11-03,11,"album",65,0
"Polaris","The Mortal Coil",2017-11-03,11,"album",65,0
"Problem","Selfish",2010-06-21,12,"album",65,0
"Sam Smith","The Thrill of It All",2017-11-03,14,"album",65,0
"Shamir","Revelations",2006-06-19,12,"album",65,0
"Shofu","Trap Ketchum",2017-11-03,15,"album",65,0
"Sleep On It","Overexposed",2012-01-01,12,"album",65,0
"Various Artists","NOW That's What I Call Music, Vol. 64",2017-11-03,22,"compilation",65,0
"Yaeji","EP2",2017-11-03,5,"single",65,0
"DJ Lucas","Lucas' Mansion III",2017-11-13,22,"album",65,1
"SEVENTEEN","TEEN, AGE",2017-11-06,13,"album",65,0
"Tennis Elbow","15",2018-09-18,15,"album",65,1
"88GLAM","88GLAM",2018-04-27,17,"album",65,1
"Block B","Montage",2017-11-08,5,"single",65,1
"EXID","Full Moon",2017-10-31,45,"album",65,0
"MONSTA X","The Code",2005-07-19,14,"album",65,0
"Vulfpeck","Mr. Finish Line",2017-11-07,10,"album",65,0
"Blacc Zacc","High Class Trapper",2017-11-08,12,"album",65,1
"Kim So Hee","The Fillette",2017-11-08,6,"single",65,1
"PANGS","VANISHING POINT EP",2013-06-17,3,"single",65,0
"Cam'ron","The Program",2017-11-10,15,"album",65,1
"Azizi Gibson","I'm Good on People EP",2017-11-10,7,"single",65,1
"Billy Ray Cyrus","Set the Record Straight",2017-11-10,16,"album",65,1
"Cardinals Pride","The Quiet Erosion",2017-11-10,10,"album",65,1
"Corey Paul","Untold Story: Trill Young King",2017-11-10,13,"album",65,1
"Danny Elfman","Justice League (Original Motion Picture Soundtrack)",2014-02-04,19,"album",65,1
"Dee-1","Slingshot David",2017-11-10,26,"album",65,1
"Derek Minor","High Above",2017-11-10,8,"album",65,1
"Downswing","Dark Side of the Mind",2018-10-11,10,"album",65,0
"Electric Wizard","Wizard Bloody Wizard",2017-11-17,6,"album",65,0
"Evanescence","Synthesis",2017-11-10,16,"album",65,1
"Father Mountain","Apartment Living",2017-11-10,10,"album",65,1
"Faze Miyake","evo",2013-07-02,8,"album",65,1
"Filthy Gears","Filthy Gears",2018-04-27,4,"single",65,1
"F.S. Blumm","Welcome",2017-05-12,10,"album",65,0
"Grandmixxer","SLSA",2017-11-10,3,"single",65,1
"Greta Van Fleet","From the Fires",2017-11-10,8,"album",65,1
"HAVYN","Magenta EP",2018-07-14,5,"single",65,0
"Jidenna","Boomerang EP",2015-04-20,4,"single",65,0
"Kerser","Engraved In The Game",2017-11-10,15,"album",65,1
"Lionheart","Welcome To The West Coast II",2017-11-10,10,"album",65,1
"Loso Loaded","Bomb First",2018-07-06,1,"single",65,0
"Mads Langer","All The Time, Sometimes",2017-11-10,6,"single",65,1
"MOD SUN","BB",2018-07-12,10,"album",65,0
"Petit Biscuit","Presence",2017-11-10,14,"album",65,1
"Quicksand","Interiors",2017-11-10,12,"album",65,1
"Sampa the Great","Birds and the BEE9",2017-11-10,13,"album",65,1
"Seal","Standards",2017-12-12,1,"single",65,0
"Skooly","BAcCWArdFeELiNgS",2017-11-10,14,"album",65,1
"Sleigh Bells","Kid Kruschev",2017-11-10,7,"album",65,1
"Spinning Coin","Permo",2017-11-10,14,"album",65,1
"Speak The Truth… Even If Your Voice Shakes","Everyone You Love Will Slip Away From You",2017-11-10,10,"album",65,1
"Starcadian","Midnight Signals",2017-11-10,10,"album",65,1
"Taylor Swift","reputation",2017-11-10,15,"album",65,1
"Teen Daze","Themes For A New Earth",2017-11-10,9,"album",65,1
"Too $hort","Hella Disrespectful: Bay Area Mixtape",2017-11-10,22,"album",65,1
"Vitriol","Pain Will Define Their Death",2017-11-10,3,"single",65,1
"Void of Vision","Disturbia",2017-10-11,4,"single",65,0
"Walk The Moon","What If Nothing",2017-11-10,13,"album",65,1
"Wiz Khalifa","Laugh Now, Fly Later",2017-11-07,10,"album",65,0
"BandGang","The Appetizer",2005-01-01,10,"album",65,0
"VL Deck","The Appetizer",2005-01-01,10,"album",65,0
"WANNA ONE","1-1=0 (Nothing Without You)",2017-11-13,10,"album",65,1
"Weebay","Trap Till Fame",2018-01-10,13,"album",65,0
"blackbear","cybersex",2017-11-27,14,"album",65,0
"Go Yayo","Good Dope Vol. 1",2017-11-27,6,"single",65,0
"JUN.K","My 20's",2009-10-09,10,"album",65,0
"Lil Dude","Luciano 2.0",2017-11-24,13,"album",65,0
"Lil Freaky","DripSet",2018-06-15,1,"single",65,0
"Lil Duke","Uberman 2",2017-11-28,14,"album",65,0
"Gunna","Drip Or Drown",2017-11-30,7,"album",65,0
"J.R. Writer","I Really Rap",2017-11-30,12,"album",65,0
"Andy Grammer","The Good Parts",2017-12-01,13,"album",65,1
"Booba"," Trône",2017-12-01,15,"album",65,1
"Chief Keef","Dedication",2017-12-01,15,"album",65,1
"Chris Stapleton","From a Room, Volume 2",2017-12-01,9,"album",65,1
"Danielle Bradbery","I Don't Believe We've Met",2017-12-01,10,"album",65,1
"DRAM","Big Baby DRAM (Deluxe)",2017-12-01,22,"album",65,1
"Eat Your Heart Out","Mind Games",2015-01-09,10,"album",65,0
"Euroz","Two Birds One Stone",2016-10-28,1,"single",65,0
"Five Finger Death Punch","A Decade of Destruction",2017-12-01,16,"album",65,1
"Glassjaw","Material Control",2017-12-01,12,"album",65,1
"Icarus The Owl","Rearm Circuits",2017-12-01,12,"album",65,1
"Lil Baby","Too Hard",2018-09-12,1,"single",65,0
"Miguel","War & Leisure",2017-12-01,12,"album",65,1
"Morbid Angel","Kingdoms Disdained",2017-12-01,11,"album",65,1
"Neil Young & Promise of the Real","The Visitor",2016-10-21,8,"album",65,0
"Nicholas Krgovich","In an Open Field",2017-12-01,12,"album",65,1
"Qveen Herby","EP 2",2017-11-30,5,"single",65,0
"Roy Woods","Say Less",2017-12-01,16,"album",65,1
"Sheppard","Undercover EP",2015-04-06,4,"single",65,0
"The Faceless","In Becoming a Ghost",2017-12-01,10,"album",65,1
"U2","Songs of Experience",2017-12-01,17,"album",65,1
"Van Morrison","Versatile",2017-12-01,16,"album",65,1
"Wisin","Victory",2017-12-01,16,"album",65,1
"Z-Ro","Codeine",2017-12-01,15,"album",65,1
"Han Dong Geun","Broken People",2003-03-11,13,"album",65,1
"Lil Donald","Live Evil",2018-05-30,7,"album",65,0
"Eastside Jody","Get Rich Or Die Trappin",2018-09-13,10,"album",65,0
"Phor","Butterfly",2015-03-16,16,"album",65,1
"DAY6","MOONRISE",2017-12-06,13,"album",65,0
"Raveena","Shanti EP",2013-12-02,4,"single",65,0
"Supa Bwe","Finally Dead",2017-12-06,16,"album",65,0
"The Boyz","The First",2015-05-18,12,"album",65,1
"DPR LIVE","Her",2017-10-20,21,"album",65,0
"VEiiLA","Dive EP",2018-07-06,6,"single",65,0
"Anggun","8",2018-08-31,8,"album",65,0
"Big Sean & Metro Boomin","Double Or Nothing",2017-12-08,10,"album",65,0
"Cuban Doll","Aaliyah Keef",2017-12-08,14,"album",65,0
"Dua Lipa","Live Acoustic EP",2017-12-08,4,"single",65,0
"Feared","Svart",2017-12-08,9,"album",65,0
"G Perico","2 Tha Left",2017-12-08,15,"album",65,0
"Iron Savior","Reforged",2017-12-08,19,"album",65,0
"Jim James","Tribute To 2",2015-04-14,44,"album",65,0
"K. Michelle","KIMBERLY",2017-12-08,21,"album",65,0
"Kendrick Lamar","DAMN. Collectors Edition",2017-12-08,14,"album",65,0
"Kidz In the Hall","Free Nights & Weekends",2014-05-02,3,"single",65,0
"KXNG Crooked","Good vs. Evil II: The Red Empire",2017-12-08,14,"album",65,0
"Luke Bryan","What Makes You Country",2017-12-08,15,"album",65,0
"Molly Brazy","Big Brazy",2017-12-08,10,"album",65,0
"Moral Support","Nowheresville",2012-02-24,19,"album",65,0
"Mozzy & Yhung T.O.","Legendary Gangland",2017-12-08,6,"single",65,0
"Ohana Bam","Tree Up 2",2017-12-08,12,"album",65,0
"Pell","girasoul",2017-12-08,6,"single",65,0
"RetcH","Still Up",2016-08-05,11,"album",65,0
"Statik Selektah","8",2018-08-31,8,"album",65,0
"Story of the Year","Wolves",2017-10-25,1,"single",65,1
"Tee Grizzley & Lil Durk","Bloodas",2017-12-08,12,"album",65,0
"Walker Hayes","Boom",2017-12-08,10,"album",65,0
"War of Ages","Alpha",2011-03-04,24,"album",65,0
"A Night In Texas","Global Slaughter",2017-12-11,10,"album",65,0
"Jay Fizzle","The Color Purple",2004-02-10,25,"album",65,1
"Miracle of Sound","Level 8",2017-12-11,16,"album",65,0
"TAEMIN","MOVE-ing",2017-12-10,5,"single",65,0
"Car, The Garden","Apartment",2018-09-12,1,"single",65,0
"Chris King","Leonardo Di'trappio",2017-12-20,17,"album",65,0
"Harry Fraud"," The Coast",2013-01-18,13,"album",65,0
"Shy Glizzy","Quiet Storm",2017-12-12,18,"album",65,0
"TAEYEON","Winter Is Coming",2017-11-01,1,"single",65,0
"Chris Brown","Heartbreak On a Full Moon Deluxe Edition: Cuffing Season",2017-12-13,57,"album",65,0
"drip-133","fracture me",2017-12-13,9,"album",65,0
"Lil wintr","WINTRSZN",2017-12-30,9,"album",65,1
